Price,Address,Description,Bed_Bath,Lease_Type,Room_Info,Gender,Scraped_At
Spring 4 Month 3 Rooms (of 3)Coed,,,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:56:31
$250 / Month,"268 Phillip St, Waterloo",,,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 18:56:31
Spring 4 Month 2 Rooms (of 4)Coed,,,,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 18:56:31
$700 / Month,"8 Hickory St W, Waterloo",Spacious Bedroom Available in 5BHK Apartment (May ...,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:31
$350 / Month,"330 Spruce St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:31
$785 / Month,"339 King St N, Waterloo",1 Bedroom with on suite bathroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
$500 / Month,"81 Columbia St W, Waterloo",Summer sublet reduced price,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
$550 / Month,"251 Lester St, Waterloo",Waterloo Spring (May - Aug 2025) Sublet,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
$800 / Month,28 University Ave E Waterloo ON N2J 0C7 Canada,1 Bedroom 1 bathroom (private) room available ...,1 Bed 1 Bath,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
$700 / Month,,"60 Helene Cres, Waterloo",,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:31
$988 / Month,"308 King St N, Waterloo","Room with Private Bath WLU/UW Fully Furnished, ...",,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 2)Male Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:31
$850 / Month,"295 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:31
$200 / Month,"459 Hazel St, Waterloo",1 Bedroom Spring in Spacious Detached House,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 4)Male Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:35
$700 / Month,"330 Spruce St, Waterloo",4 Bedroom 4 Bathroom Apartment,4 Bed 4 Bath,Spring 4 Month,4 of 4 rooms,Coed,2025-08-02 18:56:35
Spring 4 Month 4 Rooms (of 4)Coed,,,,Spring 4 Month,4 of 4 rooms,Coed,2025-08-02 18:56:35
$800 / Month,"275 Larch St, Waterloo",Private Room and Private Bathroom,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:35
$500 / Month,"268 Phillip St, Waterloo",CHEAP 1 BEDROOM CLOSE TO UWATERLOO,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:35
$850 / Month,"365 Albert St, Waterloo",Spring Sublet 2 bed 1 bath 5 min from UW campus ...,2 Bed 1 Bath,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 2)Coed,,,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 18:56:35
$1650 / Month,"275 Larch St, Waterloo",,1 Bed 1 Bath,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 1)Coed,,,,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:56:35
$850 / Month,"268 Phillip St, Waterloo",,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:35
Winter 4 Month 1 Room (of 3)Female Only,,,,Winter 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:35
$700 / Month,"91 Westmount Rd N, Waterloo","91 Westmount Rd N, Waterloo",,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 18:56:35
Spring 4 Month 2 Rooms (of 4)Female Only,,,,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 18:56:35
$450 / Month,"321 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:35
$500 / Month,,"43 Cardill Cres, Waterloo",,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:35
$500 / Month,"203 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:35
$350 / Month,"268 Phillip St, Waterloo",,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:56:35
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:56:35
$650 / Month,"268 Phillip St, Waterloo",Affordable Housing in Waterloo - RENT NEGOTIABLE!!! ...,,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 2 Rooms (of 4)Coed,,,,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 18:56:36
$550 / Month,"203 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:36
$500 / Month,"134 Columbia St W, Waterloo",1 Furnished Bedroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
$400 / Month,"250 Phillip St, Waterloo",Spacious 1 Bed 1 Bath Room In Elora House,1 Bed 1 Bath,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:56:36
$500 / Month,"272 Lester St, Waterloo",One bedroom available,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
$600 / Month,"330 Phillip St, Waterloo",1 room in a 3 bed apartment at Icon for sublease ...,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:36
$550 / Month,"280 Lester St, Waterloo",1 bedroom 280 Lester (Sage 6),,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:36
$500 / Month,"19 Columbia St W, Waterloo",,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:36
Winter 4 Month 1 Room (of 4)Female Only,,,,Winter 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:36
$750 / Month,"330 Phillip St, Waterloo",ICON one unit master bedroom 3 bed / 2 bath Spring ...,3 Bed 2 Bath,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:36
$782 / Month,"38 University Ave E, Waterloo",Female sublet room for Winter 2026,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
$600 / Month,"330 Phillip St, Waterloo",,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:56:36
$550 / Month,"176 Clayfield Ave B, Waterloo",,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:56:36
$500 / Month,"268 Phillip St, Waterloo",WCRI Spring Housing,,Spring 4 Month,3 of 4 rooms,Male Only,2025-08-02 18:56:36
Spring 4 Month 3 Rooms (of 4)Female Only,,,,Spring 4 Month,3 of 4 rooms,Male Only,2025-08-02 18:56:36
$600 / Month,"110 University Ave W, Waterloo",Spacious Bedroom with Ensuite Washroom (RENT NEGOTIABLE) ...,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 1)Female Only,,,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:36
$500 / Month,"134 Columbia St W, Waterloo",1 bedroom with private washroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:36
$575 / Month,"250 Keats Way, Waterloo","250 Keats Way, Waterloo",,Spring 4 Month,1 of 7 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 7)Coed,,,,Spring 4 Month,1 of 7 rooms,Coed,2025-08-02 18:56:36
$550 / Month,"250 Keats Way Unit 30, Waterloo","250 Keats Way Unit 30, Waterloo",,Spring 4 Month,1 of 6 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 1 Room (of 6)Coed,,,,Spring 4 Month,1 of 6 rooms,Coed,2025-08-02 18:56:36
$650 / Month,"330 Phillip St, Waterloo",Room available in 3 bed 2 bath apartment at icon ...,3 Bed 2 Bath,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 18:56:36
Spring 4 Month 2 Rooms (of 3)Coed,,,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 18:56:36
$600 / Month,"208 Sunview St, Waterloo",Bright and Spacious Fully-Furnished Room On Sunview ...,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:40
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:40
$982 / Month,"110 University Ave W, Waterloo",1 room available in a 5 bedroom apartment with ...,,Fall Lease,1 of 5 rooms,Male Only,2025-08-02 18:56:40
$470 / Month,"74 McDougall Rd, Waterloo","74 McDougall Rd, Waterloo",,Spring 4 Month,1 of 7 rooms,Coed,2025-08-02 18:56:40
Spring 4 Month 1 Room (of 7)Coed,,,,Spring 4 Month,1 of 7 rooms,Coed,2025-08-02 18:56:40
$1450 / Month,"130 Columbia St W, Waterloo",,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:40
Spring 4 Month 1 Room (of 1)Female Only,,,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:40
$550 / Month,"91 Westmount Rd N, Waterloo","91 Westmount Rd N, Waterloo",,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:40
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:40
$700 / Month,"246 Lester St, Waterloo",,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:40
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:56:40
$400 / Month,"181 Lester St, Waterloo",1 bedroom at MyRez on Lester,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:40
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:40
$499 / Month,"181 Lester St, Waterloo",,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:41
$950 / Month,"145 Columbia St W, Waterloo",PRICE NEGOTIABLE!! Need a roomate for a 2 bedroom ...,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:41
$500 / Month,"203 Lester St, Waterloo",1 Spacious Bedroom Available (Female),,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
$550 / Month,"338 Albert St, Waterloo",spacious 1 bedroom in all girls unit!,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:41
$550 / Month,"21 Bricker Ave, Waterloo",Room across from laurier campus available from ...,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
$600 / Month,"101 Marshall St, Waterloo",Furnished single room in house,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
$900 / Month,"35 Columbia St W, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
$600 / Month,"277 Lester St, Waterloo","ENSUITE 1 BED, 1 BATH SUBLET (600/MO) -- LESTER ...",1 Bed 1 Bath,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
$675 / Month,"49 Columbia St W, Waterloo",Spacious 1 bd with en-suite washroom | 5bd 5ba ...,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
$1150 / Month,"330 Phillip St, Waterloo",,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:56:41
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:56:41
$500 / Month,"203 Lester St, Waterloo",1-2 Bedrooms Available at 203 Lester (FEMALE ONLY) ...,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:56:41
$1130 / Month,"330 Phillip St, Waterloo","LEASE TAKEOVER – 1 Bedroom in a 3 Bed, 2 Bath ...",1 Bed 2 Bath,Fall 8 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:41
Fall 8 Month 1 Room (of 3)Female Only,,,,Fall 8 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:41
$550 / Month,"145 Columbia St W, Waterloo",,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 4)Male Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:41
$500 / Month,,"271 Westcourt Pl, Waterloo",,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:41
$2000 / Month,"330 Phillip St, Waterloo",3 Bedroom 2 Bathroom at Icon,3 Bed 2 Bath,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:56:41
Spring 4 Month 3 Rooms (of 3)Coed,,,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:56:41
$450 / Month,"261 Lester St, Waterloo",Spacious 5 Bedroom Waterloo,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:41
$750 / Month,"251 Lester St, Waterloo",PRIVATE ROOMS FOR RENT (1 or 2 people),,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:56:41
$900 / Month,"145 Columbia St W, Waterloo",Furnished Female Room Available - All inclusive ...,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:41
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:41
$499 / Month,"246 Albert St, Waterloo",Summer Sublet May - August,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:56:41
Spring 4 Month 3 Rooms (of 3)Coed,,,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:56:42
$600 / Month,"110 University Ave W, Waterloo",Spacious Bedroom with Ensuite Washroom (RENT NEGOTIABLE) ...,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:42
Spring 4 Month 1 Room (of 1)Female Only,,,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:42
$800 / Month,"30 Amos Ave, Waterloo",Lease takeover for Summer 2025 till Winter 2026 ...,,Fall Lease,1 of 4 rooms,Male Only,2025-08-02 18:56:42
$450 / Month,"345 King St N, Waterloo",,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:42
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:42
$600 / Month,"333 King St N, Waterloo",One bedroom with ENSUITE bathroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:42
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:42
$600 / Month,"110 Columbia St W, Waterloo",110 Columbia West Unit 305 Room 3,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
$500 / Month,"110 University Ave W, Waterloo",SPACIOUS BEDROOM FOR SPRING,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:46
$500 / Month,"350 Lester St, Waterloo",Spacious Bedroom Fully Furnished,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
$100 / Month,"515 Country Squire Rd, Waterloo","515 Country Squire Rd, Waterloo",,Spring 4 Month,3 of 7 rooms,Male Only,2025-08-02 18:56:46
Spring 4 Month 3 Rooms (of 7)Male Only,,,,Spring 4 Month,3 of 7 rooms,Male Only,2025-08-02 18:56:46
$600 / Month,"321 Lester St, Waterloo",2 Rooms Available for Spring Term,,Spring 4 Month,2 of 5 rooms,Coed,2025-08-02 18:56:46
Spring 4 Month 2 Rooms (of 5)Coed,,,,Spring 4 Month,2 of 5 rooms,Coed,2025-08-02 18:56:46
$350 / Month,"140 King St N, Waterloo",1 Bedroom *FREE UTIL* Price Negotiable!,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
$600 / Month,"325 Spruce St, Waterloo",☀️ Looking for a Summer Sublet!,,Spring 4 Month,3 of 5 rooms,Coed,2025-08-02 18:56:46
Spring 4 Month 3 Rooms (of 5)Coed,,,,Spring 4 Month,3 of 5 rooms,Coed,2025-08-02 18:56:46
$645 / Month,"330 Phillip St, Waterloo",Icon Summer Sublease,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:46
$600 / Month,"167 King St N, Waterloo",1 Bed - all female sublet,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:46
$150 / Month,"57 Marshall St, Waterloo",Parking spots close to universities are available ...,,Fall Lease,1 of 1 rooms,Coed,2025-08-02 18:56:46
$1028 / Month,"34 Hickory St W, Waterloo",Looking for 1 male roommate,,Fall Lease,1 of 2 rooms,Male Only,2025-08-02 18:56:46
$900 / Month,"8 Hickory St W, Waterloo",Fully Furnished Private Room + Bathroom in Sage ...,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:56:46
$800 / Month,"318 Erb St W, Waterloo",Spacious 3 bedroom apartment 2km from both universities ...,,Spring Lease,3 of 3 rooms,Coed,2025-08-02 18:56:46
$499 / Month,"181 Lester St, Waterloo",,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:46
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:46
$1100 / Month,"145 Columbia St W, Waterloo",PRICE NEGOTIABLE!! Need a roomate for a 2 bedroom ...,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:56:47
$700 / Month,"21 Columbia St W, Waterloo",Cozy room at King & Columbia,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
$1000 / Month,"250 Lester St, Waterloo",Luxurious and spacious 3 bed 2 bath apartment. ...,3 Bed 2 Bath,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
$700 / Month,"254 Phillip St, Waterloo",1 bedroom w/ private bathroom,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:56:47
$800 / Month,"28 University Ave E, Waterloo",1 Bedroom 1 Private Bathroom Sublet Female Only ...,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 1)Female Only,,,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:47
$580 / Month,"246 Lester St, Waterloo",Bedroom available in a shared apartment!,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
$555 / Month,"250 Lester St, Waterloo",3b2b Apartment on Lester,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:56:47
Spring 4 Month 3 Rooms (of 3)Coed,,,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:56:47
$700 / Month,"41 Columbia St W, Waterloo",MOVE IN READY SPRING SUBLET! (PRICE NEGOTIABLE) ...,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
$815 / Month,"259 Lester St, Waterloo",,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
Winter 8 Month 1 Room (of 5)Female Only,,,,Winter 8 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
$800 / Month,"267 State St, Waterloo",1 bedroom in 3 student house,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
$1450 / Month,"308 Lester St, Waterloo",1 bedroom 1 bathroom unit in Sage building,1 Bed 1 Bath,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 1)Coed,,,,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:56:47
$743 / Month,"22 Columbia St W, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:56:47
$600 / Month,"330 Phillip St, Waterloo",1 Bedroom for Sublet at ICON 330,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
$400 / Month,"27 Bricker Ave, Waterloo",Near Wilfred Laurier University and Waterloo,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:56:47
$600 / Month,"315 King St N, Waterloo",,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:47
Spring 4 Month 1 Room (of 1)Female Only,,,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:56:47
